"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35"
0.054402212831213 -0.171900745274452 0.0944080967823402 0.0480829034292259 0.0108133005078347 0.20988296976227 0.16268502997437 -0.109367351967773 0.247633084406988 0.0824656043860249 -0.0054135525873883 0.211185006464077 0.371318843715803 -0.826434926046119 -0.373674527879939 -0.244712636390137 0.0526445363971551 -0.0745978024589765 -0.0905509252279924 0.15920271544094 -1.12492888061878 -0.241424280444215 0.44295394583559 0.157524418143283 0.0642871176797558 -0.0499147899082602 0.339812511655238 -1.54156641526789 -0.0959226044163894 -0.333931838589504 0.0016788746278027 -0.0782858708191188 -0.155919281065926 0.28370977849661 -1.75576123370026
-0.109367351967773 0.247633084406988 0.0824656043860249 -0.0054135525873883 0.211185006464077 0.371318843715803 -0.826434926046119 -0.373674527879939 -0.244712636390137 0.0526445363971551 -0.0745978024589765 -0.0905509252279924 0.15920271544094 -1.12492888061878 -0.241424280444215 0.44295394583559 0.157524418143283 0.0642871176797558 -0.0499147899082602 0.339812511655238 -1.54156641526789 -0.0959226044163894 -0.333931838589504 0.0016788746278027 -0.0782858708191188 -0.155919281065926 0.28370977849661 -1.75576123370026 -0.0244269072277449 0.319888188881498 0.0197252832473631 0.0236515020524323 0.0698920717914872 0.38552988690841 -1.85409386104114
-0.373674527879939 -0.244712636390137 0.0526445363971551 -0.0745978024589765 -0.0905509252279924 0.15920271544094 -1.12492888061878 -0.241424280444215 0.44295394583559 0.157524418143283 0.0642871176797558 -0.0499147899082602 0.339812511655238 -1.54156641526789 -0.0959226044163894 -0.333931838589504 0.0016788746278027 -0.0782858708191188 -0.155919281065926 0.28370977849661 -1.75576123370026 -0.0244269072277449 0.319888188881498 0.0197252832473631 0.0236515020524323 0.0698920717914872 0.38552988690841 -1.85409386104114 -0.501068627216085 -0.353309840564473 -0.119408871152093 -0.121044320788173 -0.0289708677561777 0.343056372507528 -1.81571817486605
-0.241424280444215 0.44295394583559 0.157524418143283 0.0642871176797558 -0.0499147899082602 0.339812511655238 -1.54156641526789 -0.0959226044163894 -0.333931838589504 0.0016788746278027 -0.0782858708191188 -0.155919281065926 0.28370977849661 -1.75576123370026 -0.0244269072277449 0.319888188881498 0.0197252832473631 0.0236515020524323 0.0698920717914872 0.38552988690841 -1.85409386104114 -0.501068627216085 -0.353309840564473 -0.119408871152093 -0.121044320788173 -0.0289708677561777 0.343056372507528 -1.81571817486605 -0.404943837276972 0.276191005094294 -0.063017794819152 0.0633692202638111 -0.0449847032068566 0.342119167288181 -1.89792921779809
-0.0959226044163894 -0.333931838589504 0.0016788746278027 -0.0782858708191188 -0.155919281065926 0.28370977849661 -1.75576123370026 -0.0244269072277449 0.319888188881498 0.0197252832473631 0.0236515020524323 0.0698920717914872 0.38552988690841 -1.85409386104114 -0.501068627216085 -0.353309840564473 -0.119408871152093 -0.121044320788173 -0.0289708677561777 0.343056372507528 -1.81571817486605 -0.404943837276972 0.276191005094294 -0.063017794819152 0.0633692202638111 -0.0449847032068566 0.342119167288181 -1.89792921779809 -0.0905664800511452 -0.292522923316375 -0.182752787053222 -0.102251088723482 0.112781114068684 0.330038171553706 -1.84207648992235
-0.0244269072277449 0.319888188881498 0.0197252832473631 0.0236515020524323 0.0698920717914872 0.38552988690841 -1.85409386104114 -0.501068627216085 -0.353309840564473 -0.119408871152093 -0.121044320788173 -0.0289708677561777 0.343056372507528 -1.81571817486605 -0.404943837276972 0.276191005094294 -0.063017794819152 0.0633692202638111 -0.0449847032068566 0.342119167288181 -1.89792921779809 -0.0905664800511452 -0.292522923316375 -0.182752787053222 -0.102251088723482 0.112781114068684 0.330038171553706 -1.84207648992235 -0.251995551976697 0.0618932675955975 -0.0760059985087557 -0.0711886598311199 -0.0645139960030059 0.357106212310994 -1.70026212116054
-0.501068627216085 -0.353309840564473 -0.119408871152093 -0.121044320788173 -0.0289708677561777 0.343056372507528 -1.81571817486605 -0.404943837276972 0.276191005094294 -0.063017794819152 0.0633692202638111 -0.0449847032068566 0.342119167288181 -1.89792921779809 -0.0905664800511452 -0.292522923316375 -0.182752787053222 -0.102251088723482 0.112781114068684 0.330038171553706 -1.84207648992235 -0.251995551976697 0.0618932675955975 -0.0760059985087557 -0.0711886598311199 -0.0645139960030059 0.357106212310994 -1.70026212116054 -0.391960964837672 -0.178978301438563 0.0280295149693845 0.128513259884357 0.0212753049955295 0.475106608914497 -1.67060198370224
-0.404943837276972 0.276191005094294 -0.063017794819152 0.0633692202638111 -0.0449847032068566 0.342119167288181 -1.89792921779809 -0.0905664800511452 -0.292522923316375 -0.182752787053222 -0.102251088723482 0.112781114068684 0.330038171553706 -1.84207648992235 -0.251995551976697 0.0618932675955975 -0.0760059985087557 -0.0711886598311199 -0.0645139960030059 0.357106212310994 -1.70026212116054 -0.391960964837672 -0.178978301438563 0.0280295149693845 0.128513259884357 0.0212753049955295 0.475106608914497 -1.67060198370224 -0.229316540772391 0.421572986400594 -0.0531324782053662 0.0147120436628698 -0.0436200682206064 0.271822179598887 -1.8301695805607
-0.0905664800511452 -0.292522923316375 -0.182752787053222 -0.102251088723482 0.112781114068684 0.330038171553706 -1.84207648992235 -0.251995551976697 0.0618932675955975 -0.0760059985087557 -0.0711886598311199 -0.0645139960030059 0.357106212310994 -1.70026212116054 -0.391960964837672 -0.178978301438563 0.0280295149693845 0.128513259884357 0.0212753049955295 0.475106608914497 -1.67060198370224 -0.229316540772391 0.421572986400594 -0.0531324782053662 0.0147120436628698 -0.0436200682206064 0.271822179598887 -1.8301695805607 -0.194679570688424 -0.484593400470979 0.0030363431210664 -0.0647491148998053 0.146349727656492 0.257161309269626 -1.68354886293539
-0.251995551976697 0.0618932675955975 -0.0760059985087557 -0.0711886598311199 -0.0645139960030059 0.357106212310994 -1.70026212116054 -0.391960964837672 -0.178978301438563 0.0280295149693845 0.128513259884357 0.0212753049955295 0.475106608914497 -1.67060198370224 -0.229316540772391 0.421572986400594 -0.0531324782053662 0.0147120436628698 -0.0436200682206064 0.271822179598887 -1.8301695805607 -0.194679570688424 -0.484593400470979 0.0030363431210664 -0.0647491148998053 0.146349727656492 0.257161309269626 -1.68354886293539 -0.0612143802336254 0.481834216699643 0.0117078528541541 0.21509323554569 -0.188388828314429 0.279660279639964 -1.58200490836941
